F,1,5,-1
F,1,4,48
F,1,4,50
C,2,5,52
C,2,5,55
C,3,5,55
C,3,5,52
F,4,5,53
F,4,5,53
F,5,5,-1
F,5,4,48
F,5,4,50
C,6,5,52
C,6,5,55
G7,7,5,55
G7,7,5,53
C,8,6,52
C,9,4,-1
C,9,4,48
C,9,4,48
C,9,4,50
C,10,5,52
C,10,5,55
C,10,5,55
C7,11,4,-1
C7,11,4,55
C7,11,4,53
C7,11,4,52
F,12,5,48
F,12,5,53
F,13,4,-1
F,13,4,53
F,13,4,52
F,13,4,50
G7,14,5,50
G7,14,5,52
G7,15,4,-1
G7,15,4,50
G7,15,4,50
G7,15,4,48
C,16,6,48
G,1,5,-1
G,1,3,-1
G,1,3,55
G,1,3,55
G,1,3,55
G,2,4,55
G,2,3,55
G,2,3,59
G,2,3,57
G,2,3,55
G,2,3,52
G,2,3,55
G,3,4,55
G,3,4,55
G,3,3,-1
G,3,3,55
G,3,3,55
G,3,3,59
G,4,3,62
G,4,3,62
G,4,3,62
G,4,3,62
G,4,3,64
G,4,3,62
G,4,3,59
G,4,3,55
C,5,4,62
C,5,4,60
C,5,3,-1
C,5,3,60
C,5,3,60
C,5,3,64
C,6,3,60
C,6,3,60
C,6,3,60
C,6,3,59
C,6,3,55
C,6,3,55
C,6,3,59
C,6,3,62
G,7,3,59
G,7,3,59
G,7,3,59
G,7,3,57
G,7,3,55
G,7,3,55
G,7,3,59
G,7,3,59
D,8,4,57
D,8,3,57
D,8,3,55
D,8,3,52
D,8,3,55
D,8,3,55
D,8,3,59
G,9,5,55
G,9,3,-1
G,9,3,60
G,9,3,60
G,9,3,64
C,10,3,60
C,10,3,60
C,10,3,60
C,10,3,59
C,10,3,55
C,10,3,55
C,10,3,59
C,10,3,62
G,11,3,59
G,11,3,59
G,11,3,59
G,11,3,57
G,11,3,55
G,11,3,55
G,11,3,59
G,11,3,59
D,12,4,57
D,12,3,57
D,12,3,55
D,12,3,52
D,12,3,55
D,12,3,55
D,12,3,59
G,13,4,55
G,13,3,-1
G,13,3,55
G,13,4,55
G,13,4,52
B,14,4,57
B,14,3,-1
B,14,3,55
B,14,3,55
B,14,3,55
B,14,3,54
B,14,3,54
Em,15,4,52
Em,15,3,-1
Em,15,3,55
Em,15,4,55
Em,15,4,52
B,16,4,57
B,16,3,-1
B,16,3,55
B,16,3,55
B,16,3,55
B,16,3,54
B,16,3,54
Em,1,3,64
Em,1,3,59
Em,1,3,62
Am,1,3,60
Am,1,3,57
Am,1,3,54
Am,1,3,60
Em,1,3,59
Em,2,3,55
Em,2,3,52
B7,2,3,59
B7,2,3,57
B7,2,3,54
B7,2,3,57
Em,2,4,59
Em,3,3,64
Em,3,3,59
Em,3,3,62
Am,3,3,60
Am,3,3,57
Am,3,3,54
Am,3,3,60
Em,3,3,59
Em,4,3,55
Em,4,3,52
B7,4,3,59
B7,4,3,57
B7,4,3,54
B7,4,3,57
Em,4,4,52
Em,5,3,64
Em,5,3,59
Em,5,3,62
Am,5,3,60
Am,5,3,57
Am,5,3,54
Am,5,3,60
Em,5,3,59
Em,6,3,55
Em,6,3,52
B7,6,3,59
B7,6,3,57
B7,6,3,54
B7,6,3,57
Em,6,4,59
Em,7,3,64
Em,7,3,59
Em,7,3,62
Am,7,3,60
Am,7,3,57
Am,7,3,54
Am,7,3,60
Em,7,3,59
Em,8,3,55
Em,8,3,52
B7,8,3,59
B7,8,3,57
B7,8,3,54
B7,8,3,57
Em,8,4,52
Em,9,3,52
Em,9,3,55
Em,9,4,59
Em,9,4,64
Em,9,4,59
Em,10,4,55
Em,10,4,59
Em,10,5,59
Em,11,3,52
Em,11,3,55
Em,11,4,59
Em,11,4,64
Em,11,4,59
Em,12,4,55
Am,12,5,57
Am,12,4,57
Am,13,3,56
Am,13,3,57
Am,13,3,59
D7,13,4,60
D7,13,4,62
D7,13,3,62
D7,14,3,60
D7,14,3,59
D7,14,3,57
Em,14,4,55
Em,14,4,59
Em,14,3,59
Em,15,3,59
Em,15,3,57
Em,15,3,55
B7,15,4,54
B7,15,4,57
B7,15,3,57
B7,16,4,55
Am,16,5,57
Am,16,4,57
C,1,5,-1
C,1,3,-1
C,1,4,55
C,1,3,55
C,2,5,60
C,2,4,60
C,2,4,62
Am,3,5,64
Am,3,4,64
Am,3,4,62
F,4,5,65
F,4,4,65
F,4,4,64
Dm,5,5,62
Dm,5,4,62
Dm,5,4,60
G,6,5,59
G,6,4,59
G,6,4,57
G7,7,5,55
G7,7,4,55
G7,7,4,53
C,8,6,52
G7,9,5,52
G7,9,3,-1
G7,9,4,55
G7,9,3,55
C,10,5,60
C,10,4,60
C,10,4,62
Am,11,5,64
Am,11,4,64
Am,11,4,62
F,12,5,65
F,12,4,65
F,12,4,64
Dm,13,5,62
Dm,13,4,62
Dm,13,4,60
G,14,5,59
G,14,4,59
G,14,4,57
G7,15,5,55
G7,15,4,55
G7,15,4,62
C,16,6,60
F,1,3,60
F,1,3,60
F,1,3,57
F,1,3,60
F,2,3,60
F,2,3,-1
F,2,4,-1
Gm7,3,3,62
Gm7,3,3,62
Gm7,3,3,58
Gm7,3,3,62
Gm7,4,3,62
Gm7,4,3,-1
Gm7,4,4,-1
C7,5,4,-1
C7,5,3,60
C7,5,3,64
C7,6,3,62
C7,6,3,60
F,6,3,65
F,6,3,-1
F,7,4,-1
F,7,3,-1
F,7,3,50
F,8,3,48
F,8,3,50
F,8,4,48
F,9,4,60
F,9,3,57
F,9,3,60
Eb7,10,4,57
Eb7,10,3,55
Eb7,10,3,57
D7,11,4,54
D7,11,3,52
D7,11,3,54
D/C,12,4,52
D/C,12,3,50
D/C,12,3,52
G/B,13,3,50
G/B,13,3,47
G/B,13,3,50
G/B,13,3,53
C/Bb,14,4,57
C/Bb,14,3,57
C/Bb,14,3,52
F/A,15,3,55
F/A,15,3,53
F/A,15,3,45
F/A,15,3,48
Abdim,16,4,52
Abdim,16,3,52
Abdim,16,3,48
F,1,3,57
F,1,3,53
F,1,3,50
F,1,3,48
Cm,2,3,51
Cm,2,3,48
Cm,2,3,58
Cm,2,3,55
F,3,3,57
F,3,3,53
F,3,3,50
F,3,3,48
Cm,4,4,48
Cm,4,3,58
Cm,4,3,55
F,5,3,57
F,5,3,53
F,5,3,50
F,5,3,48
Cm,6,3,51
Cm,6,3,48
Cm,6,3,58
Cm,6,3,55
F,7,3,57
F,7,3,53
F,7,3,50
F,7,3,48
Cm,8,4,48
Cm,8,3,45
Cm,8,3,48
F,9,3,51
F,9,3,51
F,9,3,50
F,9,3,48
Cm,10,3,51
Cm,10,3,48
Cm,10,3,45
Cm,10,3,48
F,11,3,51
F,11,3,51
F,11,3,50
F,11,3,48
Cm,12,4,48
Cm,12,3,45
Cm,12,3,48
F,13,3,51
F,13,3,51
F,13,3,50
F,13,3,48
Cm,14,2,51
Cm,14,2,48
Cm,14,2,45
Cm,14,2,45
Cm,14,2,48
Cm,14,2,48
Cm,14,2,48
Cm,14,2,48
F,15,2,51
F,15,2,51
F,15,2,51
F,15,2,51
F,15,3,50
F,15,3,48
Cm,16,4,48
Cm,16,3,58
Cm,16,3,55
F,1,3,57
F,1,3,56
F,1,3,57
F,1,3,60
F#dim,1,4,60
F#dim,1,4,54
C,2,3,57
C,2,3,55
C,2,3,54
C,2,3,55
A7,2,5,55
Dm,3,3,52
Dm,3,3,50
Dm,3,3,49
Dm,3,3,50
G7,3,3,57
G7,3,3,55
G7,3,3,53
G7,3,3,50
G7,4,4,48
G7,4,3,54
G7,4,3,55
Fm,4,4,56
Fm,4,4,55
Cm,5,3,55
Cm,5,3,54
Cm,5,3,55
Cm,5,4,60
Cm,5,3,58
Cm,5,3,56
Cm,5,3,55
Cm,6,5,55
Cm,6,3,-1
C7,6,3,55
C7,6,3,54
C7,6,3,55
C7,7,4,60
C7,7,3,58
C7,7,3,55
Fm,7,5,58
Fm,8,5,56
Bb,8,3,53
Bb,8,3,52
Bb,8,3,53
Bb,8,3,58
Bb,9,3,58
Bb,9,3,56
Bb,9,3,55
Cm,9,4,53
Cm,9,3,51
Cm,9,3,53
Cm,9,3,55
Cm,10,3,55
Fm,10,4,55
Fm,10,3,53
Fm,10,3,55
Fm,10,4,53
Fm,10,3,50
Fm,11,3,53
G7,11,3,55
G7,11,5,55
G8,11,4,55
Cm,12,3,55
Cm,12,3,54
Cm,12,3,55
Cm,12,4,60
Cm,12,3,58
Cm,12,3,56
Cm,12,3,55
Cm,13,5,55
Cm,13,3,-1
C7,13,3,55
C7,13,3,54
C7,13,3,55
C7,14,4,60
C7,14,3,58
C7,14,3,55
Fm,14,5,58
Fm,15,5,56
Bb,15,3,53
Bb,15,3,52
Bb,15,3,53
Bb,15,3,58
Bb,16,3,58
Bb,16,3,56
Bb,16,3,55
Cm,16,4,53
Cm,16,3,51
Cm,16,3,53
Cm,16,3,55
Cm,17,3,55
Fm,17,4,55
Fm,17,3,53
Fm,17,3,55
Fm,17,4,53
Fm,17,3,50
Fm,18,3,53
G7,18,3,55
G7,18,5,55
G8,18,4,55
Dm,1,3,57
Dm,1,3,57
Dm,1,3,55
Dm,1,3,53
A7,2,3,53
A7,2,4,52
A7,2,3,55
A7,3,3,55
A7,3,3,55
A7,3,3,53
A7,3,3,52
Dm,4,3,52
Dm,4,4,50
Dm,4,3,50
Dm,5,3,50
Dm,5,3,50
Dm,5,3,52
Dm,5,3,53
Gm,6,3,55
Gm,6,3,52
Gm,6,4,55
Gm,7,3,55
Gm,7,3,52
Gm,7,3,53
Gm,7,3,55
Dm,8,5,57
D7,9,3,57
D7,9,3,50
D7,9,3,54
D7,9,3,57
Gm,10,4,60
Gm,10,4,58
Gm,11,3,58
Gm,11,3,55
Gm,11,3,60
Gm,11,3,60
Dm,12,4,58
Dm,12,4,57
Dm,13,4,62
Dm,13,3,60
Dm,13,3,58
A7,14,3,57
A7,14,2,57
A7,14,2,57
A7,14,3,55
A7,14,3,55
A7,15,3,57
A7,15,3,55
A7,15,3,53
A7,15,3,52
Dm,16,5,50
